Lower layer Super Output Areas Code,Lower layer Super Output Areas,Car or van availability (5 categories) Code,Car or van availability (5 categories),Observation
E01026113,East Lindsey 008D,1,1 car or van in household,365
E01026113,East Lindsey 008D,2,2 cars or vans in household,308
E01026113,East Lindsey 008D,3,3 or more cars or vans in household,174
E01026114,East Lindsey 014D,-8,Does not apply,0
E01026114,East Lindsey 014D,0,No cars or vans in household,313
E01026114,East Lindsey 014D,1,1 car or van in household,316
E01026114,East Lindsey 014D,2,2 cars or vans in household,117
E01026114,East Lindsey 014D,3,3 or more cars or vans in household,38
E01026115,East Lindsey 012C,-8,Does not apply,0
E01026115,East Lindsey 012C,0,No cars or vans in household,232
E01026115,East Lindsey 012C,1,1 car or van in household,406
E01026115,East Lindsey 012C,2,2 cars or vans in household,124
E01026115,East Lindsey 012C,3,3 or more cars or vans in household,53
E01026116,East Lindsey 012D,-8,Does not apply,0
E01026116,East Lindsey 012D,0,No cars or vans in household,139
E01026116,East Lindsey 012D,1,1 car or van in household,351
E01026116,East Lindsey 012D,2,2 cars or vans in household,174
E01026116,East Lindsey 012D,3,3 or more cars or vans in household,62
E01026117,East Lindsey 008E,-8,Does not apply,0
E01026117,East Lindsey 008E,0,No cars or vans in household,65
E01026117,East Lindsey 008E,1,1 car or van in household,337
E01026117,East Lindsey 008E,2,2 cars or vans in household,309
E01026117,East Lindsey 008E,3,3 or more cars or vans in household,160
E01026118,East Lindsey 016E,-8,Does not apply,0
E01026118,East Lindsey 016E,0,No cars or vans in household,89
E01026118,East Lindsey 016E,1,1 car or van in household,384
E01026118,East Lindsey 016E,2,2 cars or vans in household,272
E01026118,East Lindsey 016E,3,3 or more cars or vans in household,107
E01026119,East Lindsey 016F,-8,Does not apply,0
E01026119,East Lindsey 016F,0,No cars or vans in household,35
E01026119,East Lindsey 016F,1,1 car or van in household,211
E01026119,East Lindsey 016F,2,2 cars or vans in household,191
E01026119,East Lindsey 016F,3,3 or more cars or vans in household,76
E01026120,East Lindsey 016G,-8,Does not apply,0
E01026120,East Lindsey 016G,0,No cars or vans in household,140
E01026120,East Lindsey 016G,1,1 car or van in household,318
E01026120,East Lindsey 016G,2,2 cars or vans in household,206
E01026120,East Lindsey 016G,3,3 or more cars or vans in household,72
E01026121,East Lindsey 007C,-8,Does not apply,0
E01026121,East Lindsey 007C,0,No cars or vans in household,132
E01026121,East Lindsey 007C,1,1 car or van in household,508
E01026121,East Lindsey 007C,2,2 cars or vans in household,365
E01026121,East Lindsey 007C,3,3 or more cars or vans in household,151
E01026122,Lincoln 004A,-8,Does not apply,0
E01026122,Lincoln 004A,0,No cars or vans in household,319
E01026122,Lincoln 004A,1,1 car or van in household,316
E01026122,Lincoln 004A,2,2 cars or vans in household,126
E01026122,Lincoln 004A,3,3 or more cars or vans in household,41
E01026123,Lincoln 004B,-8,Does not apply,0
E01026123,Lincoln 004B,0,No cars or vans in household,285
E01026123,Lincoln 004B,1,1 car or van in household,493
E01026123,Lincoln 004B,2,2 cars or vans in household,229
E01026123,Lincoln 004B,3,3 or more cars or vans in household,50
E01026124,Lincoln 004C,-8,Does not apply,0
E01026124,Lincoln 004C,0,No cars or vans in household,271
E01026124,Lincoln 004C,1,1 car or van in household,336
E01026124,Lincoln 004C,2,2 cars or vans in household,116
E01026124,Lincoln 004C,3,3 or more cars or vans in household,26
E01026125,Lincoln 003A,-8,Does not apply,0
E01026125,Lincoln 003A,0,No cars or vans in household,146
E01026125,Lincoln 003A,1,1 car or van in household,251
E01026125,Lincoln 003A,2,2 cars or vans in household,97
E01026125,Lincoln 003A,3,3 or more cars or vans in household,23
E01026126,Lincoln 004D,-8,Does not apply,0
E01026126,Lincoln 004D,0,No cars or vans in household,505
E01026126,Lincoln 004D,1,1 car or van in household,329
E01026126,Lincoln 004D,2,2 cars or vans in household,63
E01026126,Lincoln 004D,3,3 or more cars or vans in household,20
E01026127,Lincoln 007A,-8,Does not apply,0
E01026127,Lincoln 007A,0,No cars or vans in household,248
E01026127,Lincoln 007A,1,1 car or van in household,264
E01026127,Lincoln 007A,2,2 cars or vans in household,98
E01026127,Lincoln 007A,3,3 or more cars or vans in household,23
E01026129,Lincoln 007C,-8,Does not apply,0
E01026129,Lincoln 007C,0,No cars or vans in household,311
E01026129,Lincoln 007C,1,1 car or van in household,286
E01026129,Lincoln 007C,2,2 cars or vans in household,100
E01026129,Lincoln 007C,3,3 or more cars or vans in household,22
E01026130,Lincoln 009A,-8,Does not apply,0
E01026130,Lincoln 009A,0,No cars or vans in household,88
E01026130,Lincoln 009A,1,1 car or van in household,263
E01026130,Lincoln 009A,2,2 cars or vans in household,212
E01026130,Lincoln 009A,3,3 or more cars or vans in household,64
E01026131,Lincoln 007D,-8,Does not apply,0
E01026131,Lincoln 007D,0,No cars or vans in household,136
E01026131,Lincoln 007D,1,1 car or van in household,274
E01026131,Lincoln 007D,2,2 cars or vans in household,142
E01026131,Lincoln 007D,3,3 or more cars or vans in household,50
E01026132,Lincoln 005A,-8,Does not apply,0
E01026132,Lincoln 005A,0,No cars or vans in household,404
E01026132,Lincoln 005A,1,1 car or van in household,308
E01026132,Lincoln 005A,2,2 cars or vans in household,62
E01026132,Lincoln 005A,3,3 or more cars or vans in household,4
E01026134,Lincoln 006A,-8,Does not apply,0
E01026134,Lincoln 006A,0,No cars or vans in household,380
E01026134,Lincoln 006A,1,1 car or van in household,389
E01026134,Lincoln 006A,2,2 cars or vans in household,130
E01026134,Lincoln 006A,3,3 or more cars or vans in household,37
E01026135,Lincoln 008B,-8,Does not apply,0
E01026135,Lincoln 008B,0,No cars or vans in household,107
E01026135,Lincoln 008B,1,1 car or van in household,370
E01026135,Lincoln 008B,2,2 cars or vans in household,216
E01026135,Lincoln 008B,3,3 or more cars or vans in household,65
E01026136,Lincoln 008C,-8,Does not apply,0
E01026136,Lincoln 008C,0,No cars or vans in household,104
E01026136,Lincoln 008C,1,1 car or van in household,383
E01026136,Lincoln 008C,2,2 cars or vans in household,220
E01026136,Lincoln 008C,3,3 or more cars or vans in household,73
E01026137,Lincoln 011A,-8,Does not apply,0
E01026137,Lincoln 011A,0,No cars or vans in household,55
E01026137,Lincoln 011A,1,1 car or van in household,211
E01026137,Lincoln 011A,2,2 cars or vans in household,150
E01026137,Lincoln 011A,3,3 or more cars or vans in household,64
E01026138,Lincoln 011B,-8,Does not apply,0
E01026138,Lincoln 011B,0,No cars or vans in household,76
E01026138,Lincoln 011B,1,1 car or van in household,277
E01026138,Lincoln 011B,2,2 cars or vans in household,212
E01026138,Lincoln 011B,3,3 or more cars or vans in household,59
E01026139,Lincoln 011C,-8,Does not apply,0
E01026139,Lincoln 011C,0,No cars or vans in household,59
E01026139,Lincoln 011C,1,1 car or van in household,245
E01026139,Lincoln 011C,2,2 cars or vans in household,222
E01026139,Lincoln 011C,3,3 or more cars or vans in household,43
E01026140,Lincoln 011D,-8,Does not apply,0
E01026140,Lincoln 011D,0,No cars or vans in household,159
E01026140,Lincoln 011D,1,1 car or van in household,290
E01026140,Lincoln 011D,2,2 cars or vans in household,151
E01026140,Lincoln 011D,3,3 or more cars or vans in household,30
E01026141,Lincoln 011E,-8,Does not apply,0
E01026141,Lincoln 011E,0,No cars or vans in household,62
E01026141,Lincoln 011E,1,1 car or van in household,222
E01026141,Lincoln 011E,2,2 cars or vans in household,215
E01026141,Lincoln 011E,3,3 or more cars or vans in household,99
E01026142,Lincoln 011F,-8,Does not apply,0
E01026142,Lincoln 011F,0,No cars or vans in household,118
E01026142,Lincoln 011F,1,1 car or van in household,219
E01026142,Lincoln 011F,2,2 cars or vans in household,138
E01026142,Lincoln 011F,3,3 or more cars or vans in household,26
E01026144,Lincoln 003B,-8,Does not apply,0
E01026144,Lincoln 003B,0,No cars or vans in household,263
E01026144,Lincoln 003B,1,1 car or van in household,416
E01026144,Lincoln 003B,2,2 cars or vans in household,176
E01026144,Lincoln 003B,3,3 or more cars or vans in household,32
E01026145,Lincoln 005C,-8,Does not apply,0
E01026145,Lincoln 005C,0,No cars or vans in household,156
E01026145,Lincoln 005C,1,1 car or van in household,332
E01026145,Lincoln 005C,2,2 cars or vans in household,133
E01026145,Lincoln 005C,3,3 or more cars or vans in household,36
E01026146,Lincoln 005D,-8,Does not apply,0
E01026146,Lincoln 005D,0,No cars or vans in household,349
E01026146,Lincoln 005D,1,1 car or van in household,260
E01026146,Lincoln 005D,2,2 cars or vans in household,101
E01026146,Lincoln 005D,3,3 or more cars or vans in household,27
E01026147,Lincoln 003C,-8,Does not apply,0
E01026147,Lincoln 003C,0,No cars or vans in household,145
E01026147,Lincoln 003C,1,1 car or van in household,511
E01026147,Lincoln 003C,2,2 cars or vans in household,332
E01026147,Lincoln 003C,3,3 or more cars or vans in household,79
E01026148,Lincoln 003D,-8,Does not apply,0
E01026148,Lincoln 003D,0,No cars or vans in household,363
E01026148,Lincoln 003D,1,1 car or van in household,443
E01026148,Lincoln 003D,2,2 cars or vans in household,132
E01026148,Lincoln 003D,3,3 or more cars or vans in household,36
E01026149,Lincoln 001A,-8,Does not apply,0
E01026149,Lincoln 001A,0,No cars or vans in household,244
E01026149,Lincoln 001A,1,1 car or van in household,345
E01026149,Lincoln 001A,2,2 cars or vans in household,158
E01026149,Lincoln 001A,3,3 or more cars or vans in household,34
E01026150,Lincoln 001B,-8,Does not apply,0
E01026150,Lincoln 001B,0,No cars or vans in household,320
E01026150,Lincoln 001B,1,1 car or van in household,389
E01026150,Lincoln 001B,2,2 cars or vans in household,119
E01026150,Lincoln 001B,3,3 or more cars or vans in household,31
E01026151,Lincoln 003E,-8,Does not apply,0
E01026151,Lincoln 003E,0,No cars or vans in household,239
E01026151,Lincoln 003E,1,1 car or van in household,449
E01026151,Lincoln 003E,2,2 cars or vans in household,225
E01026151,Lincoln 003E,3,3 or more cars or vans in household,53
E01026152,Lincoln 004E,-8,Does not apply,0
E01026152,Lincoln 004E,0,No cars or vans in household,233
E01026152,Lincoln 004E,1,1 car or van in household,236
E01026152,Lincoln 004E,2,2 cars or vans in household,85
E01026152,Lincoln 004E,3,3 or more cars or vans in household,15
E01026153,Lincoln 002A,-8,Does not apply,0
E01026153,Lincoln 002A,0,No cars or vans in household,189
E01026153,Lincoln 002A,1,1 car or van in household,502
E01026153,Lincoln 002A,2,2 cars or vans in household,321
E01026153,Lincoln 002A,3,3 or more cars or vans in household,86
E01026154,Lincoln 004F,-8,Does not apply,0
E01026154,Lincoln 004F,0,No cars or vans in household,132
E01026154,Lincoln 004F,1,1 car or van in household,247
E01026154,Lincoln 004F,2,2 cars or vans in household,123
E01026154,Lincoln 004F,3,3 or more cars or vans in household,27
